!	{"ud.punct": 1.0}
"	{"ud.punct": 0.9951397326852977, "ud.sym": 0.004860267314702308}
long	{"ud.noun": 0.5540540540540541, "ud.adj": 0.3918918918918919, "ud.x": 0.013513513513513514, "ud.propn": 0.02702702702702703, "ud.adv": 0.013513513513513514}
longe	{"ud.verb": 1.0}
longs	{"ud.adj": 1.0}
longtemps	{"ud.adv": 1.0}
longue	{"ud.adj": 1.0}
longues	{"ud.adj": 1.0}
longueur	{"ud.noun": 1.0}
longueurs	{"ud.noun": 1.0}
lord	{"ud.propn": 0.75, "ud.noun": 0.1875, "ud.x": 0.0625}
lords	{"ud.propn": 0.5, "ud.x": 0.25, "ud.noun": 0.25}
lorraine	{"ud.propn": 1.0}
lors	{"ud.adv": 1.0}
lorsqu'	{"ud.sconj": 1.0}
lorsque	{"ud.sconj": 0.9836065573770492, "ud.adv": 0.01639344262295082}
los	{"ud.propn": 0.8, "ud.det": 0.15, "ud.x": 0.05}
lot	{"ud.propn": 0.2, "ud.noun": 0.8}
louer	{"ud.verb": 1.0}
louis	{"ud.propn": 1.0}
louis-philippe	{"ud.propn": 1.0}
louise	{"ud.propn": 1.0}
louisiane	{"ud.propn": 1.0}
lourd	{"ud.adj": 1.0}
lourde	{"ud.adj": 1.0}
lourdes	{"ud.adj": 0.8333333333333334, "ud.propn": 0.16666666666666666}
lourds	{"ud.adj": 1.0}
louvain	{"ud.propn": 1.0}
loué	{"ud.verb": 1.0}
love	{"ud.x": 0.2857142857142857, "ud.propn": 0.7142857142857143}
loyauté	{"ud.noun": 0.4, "ud.propn": 0.6}
lu	{"ud.verb": 1.0}
luc	{"ud.propn": 1.0}
lucien	{"ud.propn": 1.0}
lucky	{"ud.x": 0.3333333333333333, "ud.propn": 0.6666666666666666}
lucratif	{"ud.adj": 1.0}
lui	{"ud.pron": 1.0}
lui-même	{"ud.pron": 0.9807692307692307, "ud.adv": 0.019230769230769232}
luis	{"ud.propn": 1.0}
luke	{"ud.propn": 1.0}
luminosité	{"ud.noun": 1.0}
lumière	{"ud.noun": 1.0}
lumières	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
lundi	{"ud.noun": 1.0}
lune	{"ud.propn": 0.2857142857142857, "ud.noun": 0.7142857142857143}
lunettes	{"ud.noun": 1.0}
luther	{"ud.propn": 1.0}
lutte	{"ud.noun": 0.9375, "ud.verb": 0.0625}
lutter	{"ud.verb": 1.0}
luttes	{"ud.noun": 1.0}
lutzia	{"ud.propn": 1.0}
luxe	{"ud.noun": 1.0}
luxembourg	{"ud.propn": 1.0}
luxembourgeois	{"ud.propn": 0.25, "ud.adj": 0.5, "ud.noun": 0.25}
lycée	{"ud.noun": 0.9583333333333334, "ud.propn": 0.041666666666666664}
lyon	{"ud.propn": 1.0}
lyonnais	{"ud.propn": 0.6666666666666666, "ud.adj": 0.3333333333333333}
lyrique	{"ud.adj": 1.0}
là	{"ud.adv": 0.9852941176470589, "ud.det": 0.014705882352941176}
lâche	{"ud.verb": 1.0}
lève	{"ud.verb": 1.0}
légal	{"ud.adj": 1.0}
légale	{"ud.adj": 1.0}
légales	{"ud.adj": 1.0}
légalité	{"ud.noun": 1.0}
légat	{"ud.noun": 1.0}
légendaire	{"ud.adj": 1.0}
légende	{"ud.noun": 1.0}
légendes	{"ud.noun": 1.0}
léger	{"ud.adj": 0.8, "ud.propn": 0.2}
légion	{"ud.noun": 1.0}
législatif	{"ud.adj": 1.0}
législation	{"ud.noun": 1.0}
législatives	{"ud.adj": 0.875, "ud.noun": 0.125}
législature	{"ud.noun": 1.0}
légitime	{"ud.adj": 1.0}
légitimité	{"ud.noun": 1.0}
légumes	{"ud.noun": 1.0}
légué	{"ud.verb": 1.0}
légère	{"ud.adj": 1.0}
légèrement	{"ud.adv": 1.0}
légères	{"ud.adj": 1.0}
léon	{"ud.propn": 1.0}
léonard	{"ud.propn": 1.0}
lépidoptère	{"ud.adj": 0.75, "ud.noun": 0.25}
lépidoptères	{"ud.noun": 1.0}
lévy	{"ud.propn": 1.0}
m	{"ud.noun": 0.9333333333333333, "ud.sym": 0.05333333333333334, "ud.x": 0.013333333333333334}
m'	{"ud.pron": 0.9791666666666666, "ud.propn": 0.020833333333333332}
m.	{"ud.propn": 0.358974358974359, "ud.noun": 0.6410256410256411}
m3	{"ud.noun": 0.8333333333333334, "ud.propn": 0.16666666666666666}
m3/s	{"ud.noun": 1.0}
m6	{"ud.propn": 1.0}
ma	{"ud.det": 0.9814814814814815, "ud.propn": 0.018518518518518517}
mac	{"ud.propn": 1.0}
macdonald	{"ud.propn": 1.0}
machine	{"ud.noun": 0.8181818181818182, "ud.propn": 0.18181818181818182}
machines	{"ud.noun": 1.0}
macintosh	{"ud.propn": 1.0}
madagascar	{"ud.propn": 1.0}
madame	{"ud.noun": 1.0}
madeleine	{"ud.propn": 0.8571428571428571, "ud.noun": 0.14285714285714285}
madrid	{"ud.propn": 1.0}
mafia	{"ud.noun": 0.8571428571428571, "ud.x": 0.14285714285714285}
magasin	{"ud.noun": 1.0}
magasins	{"ud.noun": 1.0}
magazine	{"ud.noun": 0.7619047619047619, "ud.propn": 0.19047619047619047, "ud.x": 0.047619047619047616}
magazines	{"ud.noun": 1.0}
maghreb	{"ud.propn": 1.0}
magie	{"ud.noun": 1.0}
magique	{"ud.adj": 1.0}
magistrats	{"ud.noun": 1.0}
magnifique	{"ud.adj": 1.0}
magnifiques	{"ud.adj": 1.0}
magnétique	{"ud.adj": 1.0}
magon	{"ud.propn": 1.0}
mahmoud	{"ud.propn": 1.0}
mahomet	{"ud.propn": 1.0}
mai	{"ud.noun": 0.9705882352941176, "ud.propn": 0.029411764705882353}
maillot	{"ud.noun": 0.9375, "ud.propn": 0.0625}
main	{"ud.noun": 0.8928571428571429, "ud.propn": 0.10714285714285714}
main-d'œuvre	{"ud.noun": 1.0}
maine	{"ud.propn": 1.0}
mains	{"ud.noun": 1.0}
maintenant	{"ud.adv": 0.9642857142857143, "ud.verb": 0.03571428571428571}
maintenir	{"ud.verb": 1.0}
maintenu	{"ud.verb": 1.0}
maintien	{"ud.noun": 1.0}
maintient	{"ud.verb": 0.8, "ud.noun": 0.2}
maire	{"ud.noun": 0.9428571428571428, "ud.propn": 0.05714285714285714}
maires	{"ud.noun": 1.0}
mairie	{"ud.noun": 1.0}
mais	{"ud.cconj": 1.0}
maison	{"ud.noun": 0.9230769230769231, "ud.propn": 0.0641025641025641, "ud.adj": 0.01282051282051282}
maisons	{"ud.noun": 1.0}
majeur	{"ud.adj": 1.0}
majeure	{"ud.adj": 0.95, "ud.noun": 0.05}
majeures	{"ud.adj": 1.0}
majeurs	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
major	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
majoritaire	{"ud.adj": 1.0}
majoritairement	{"ud.adv": 1.0}
majorité	{"ud.noun": 1.0}
make	{"ud.propn": 0.6666666666666666, "ud.x": 0.3333333333333333}
makhzen	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
mal	{"ud.adv": 0.5, "ud.noun": 0.475, "ud.propn": 0.025}
malade	{"ud.noun": 0.2, "ud.adj": 0.8}
malades	{"ud.noun": 0.8, "ud.adj": 0.2}
maladie	{"ud.noun": 1.0}
maladies	{"ud.noun": 1.0}
malaise	{"ud.noun": 0.8, "ud.adj": 0.2}
malaisie	{"ud.propn": 1.0}
malgache	{"ud.adj": 1.0}
malgré	{"ud.adp": 1.0}
malheureusement	{"ud.adv": 1.0}
mali	{"ud.propn": 0.9411764705882353, "ud.noun": 0.058823529411764705}
malines	{"ud.propn": 1.0}
malouinière	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
mammifères	{"ud.noun": 1.0}
man	{"ud.propn": 0.5454545454545454, "ud.noun": 0.2727272727272727, "ud.x": 0.18181818181818182}
management	{"ud.propn": 0.375, "ud.noun": 0.625}
manager	{"ud.propn": 0.2857142857142857, "ud.noun": 0.7142857142857143}
managers	{"ud.noun": 1.0}
manche	{"ud.propn": 0.6153846153846154, "ud.noun": 0.38461538461538464}
manches	{"ud.noun": 1.0}
manchester	{"ud.propn": 1.0}
mandat	{"ud.noun": 1.0}
mandats	{"ud.noun": 1.0}
mandela	{"ud.propn": 1.0}
manga	{"ud.noun": 1.0}
mange	{"ud.verb": 1.0}
manger	{"ud.verb": 1.0}
manguel	{"ud.propn": 1.0}
mangé	{"ud.verb": 1.0}
manhattan	{"ud.propn": 1.0}
manifestants	{"ud.noun": 1.0}
manifestation	{"ud.noun": 1.0}
manifestations	{"ud.noun": 1.0}
manifeste	{"ud.noun": 0.5714285714285714, "ud.verb": 0.2857142857142857, "ud.propn": 0.14285714285714285}
manifester	{"ud.verb": 1.0}
manipulations	{"ud.noun": 1.0}
manière	{"ud.noun": 1.0}
manières	{"ud.noun": 1.0}
mannequin	{"ud.noun": 1.0}
manoir	{"ud.noun": 1.0}
manqua	{"ud.verb": 1.0}
manquait	{"ud.verb": 1.0}
manquant	{"ud.verb": 0.75, "ud.adj": 0.25}
manque	{"ud.verb": 0.3333333333333333, "ud.noun": 0.6666666666666666}
manquent	{"ud.verb": 1.0}
mans	{"ud.propn": 1.0}
manu	{"ud.propn": 1.0}
manuel	{"ud.propn": 0.8888888888888888, "ud.adj": 0.1111111111111111}
manufacture	{"ud.noun": 1.0}
manuscrit	{"ud.noun": 1.0}
manuscrits	{"ud.noun": 1.0}
maple	{"ud.propn": 1.0}
mar	{"ud.propn": 1.0}
marais	{"ud.noun": 1.0}
marc	{"ud.noun": 0.13333333333333333, "ud.propn": 0.8666666666666667}
marcel	{"ud.propn": 1.0}
marchand	{"ud.noun": 0.7142857142857143, "ud.propn": 0.14285714285714285, "ud.adj": 0.14285714285714285}
marchandises	{"ud.noun": 1.0}
marchands	{"ud.noun": 0.6, "ud.adj": 0.4}
marche	{"ud.noun": 0.7647058823529411, "ud.verb": 0.23529411764705882}
marches	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
marché	{"ud.noun": 0.9534883720930233, "ud.propn": 0.023255813953488372, "ud.verb": 0.023255813953488372}
marchés	{"ud.noun": 1.0}
marco	{"ud.propn": 1.0}
mardi	{"ud.noun": 1.0}
mare	{"ud.propn": 0.5, "ud.noun": 0.5}
marge	{"ud.noun": 1.0}
marguerite	{"ud.propn": 1.0}
mari	{"ud.noun": 1.0}
maria	{"ud.propn": 1.0}
mariage	{"ud.noun": 1.0}
marie	{"ud.propn": 0.7777777777777778, "ud.verb": 0.2222222222222222}
marier	{"ud.verb": 1.0}
marin	{"ud.adj": 0.16666666666666666, "ud.propn": 0.3333333333333333, "ud.noun": 0.5}
marine	{"ud.adj": 0.13793103448275862, "ud.noun": 0.7931034482758621, "ud.propn": 0.06896551724137931}
marins	{"ud.noun": 0.47058823529411764, "ud.adj": 0.5294117647058824}
mario	{"ud.propn": 1.0}
maritime	{"ud.adj": 1.0}
maritimes	{"ud.adj": 1.0}
marié	{"ud.verb": 1.0}
mariée	{"ud.verb": 0.875, "ud.noun": 0.125}
mariés	{"ud.adj": 0.6666666666666666, "ud.verb": 0.3333333333333333}
mark	{"ud.propn": 1.0}
marketing	{"ud.propn": 0.5, "ud.noun": 0.5}
maroc	{"ud.propn": 1.0}
marocain	{"ud.adj": 1.0}
marocaine	{"ud.adj": 0.9473684210526315, "ud.propn": 0.05263157894736842}
marocaines	{"ud.adj": 1.0}
marocains	{"ud.propn": 0.375, "ud.adj": 0.375, "ud.noun": 0.25}
marqua	{"ud.verb": 1.0}
marquant	{"ud.verb": 0.8333333333333334, "ud.adj": 0.16666666666666666}
marque	{"ud.verb": 0.43478260869565216, "ud.noun": 0.5652173913043478}
marquer	{"ud.verb": 1.0}
marques	{"ud.noun": 1.0}
marqueurs	{"ud.noun": 1.0}
marquis	{"ud.propn": 0.14285714285714285, "ud.noun": 0.8571428571428571}
marquise	{"ud.noun": 1.0}
marqué	{"ud.verb": 1.0}
marquée	{"ud.verb": 1.0}
marquées	{"ud.verb": 1.0}
marqués	{"ud.verb": 1.0}
marrakech	{"ud.propn": 1.0}
marron	{"ud.adj": 1.0}
marrons	{"ud.adj": 0.6666666666666666, "ud.noun": 0.3333333333333333}
mars	{"ud.noun": 0.991869918699187, "ud.propn": 0.008130081300813009}
marseille	{"ud.propn": 1.0}
marshall	{"ud.propn": 1.0}
martin	{"ud.propn": 1.0}
martine	{"ud.propn": 1.0}
martinet	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
martinique	{"ud.propn": 1.0}
martyr	{"ud.propn": 0.16666666666666666, "ud.noun": 0.8333333333333334}
martyre	{"ud.noun": 1.0}
marvel	{"ud.propn": 1.0}
marx	{"ud.propn": 1.0}
mary	{"ud.propn": 1.0}
maréchal	{"ud.noun": 1.0}
marée	{"ud.noun": 1.0}
mascarade	{"ud.noun": 1.0}
masculin	{"ud.adj": 1.0}
masculine	{"ud.adj": 1.0}
mason	{"ud.propn": 1.0}
masque	{"ud.noun": 1.0}
massachusetts	{"ud.propn": 1.0}
massacre	{"ud.noun": 1.0}
masse	{"ud.noun": 1.0}
massif	{"ud.noun": 0.7777777777777778, "ud.adj": 0.2222222222222222}
massivement	{"ud.adv": 1.0}
masson	{"ud.propn": 1.0}
master	{"ud.propn": 0.25, "ud.noun": 0.75}
match	{"ud.noun": 0.9880952380952381, "ud.propn": 0.011904761904761904}
matches	{"ud.noun": 1.0}
matchs	{"ud.noun": 1.0}
maternel	{"ud.adj": 1.0}
maternelle	{"ud.adj": 0.8333333333333334, "ud.noun": 0.16666666666666666}
mathieu	{"ud.propn": 1.0}
mathématicien	{"ud.noun": 1.0}
mathématiques	{"ud.noun": 0.8, "ud.adj": 0.2}
matin	{"ud.noun": 1.0}
matière	{"ud.noun": 0.9642857142857143, "ud.propn": 0.03571428571428571}
matières	{"ud.noun": 1.0}
matrice	{"ud.noun": 1.0}
mats	{"ud.noun": 1.0}
matt	{"ud.propn": 1.0}
matthew	{"ud.propn": 1.0}
maturité	{"ud.noun": 1.0}
matériau	{"ud.noun": 1.0}
matériaux	{"ud.noun": 1.0}
matériel	{"ud.noun": 1.0}
maudit	{"ud.adj": 0.3333333333333333, "ud.verb": 0.6666666666666666}
maures	{"ud.propn": 1.0}
maurice	{"ud.propn": 1.0}
mauritanie	{"ud.propn": 1.0}
mauritanienne	{"ud.adj": 1.0}
mauvais	{"ud.adj": 1.0}
mauvaise	{"ud.adj": 1.0}
mauvaises	{"ud.adj": 1.0}
maux	{"ud.noun": 1.0}
max	{"ud.propn": 1.0}
maximale	{"ud.adj": 0.875, "ud.noun": 0.125}
maximum	{"ud.noun": 0.7272727272727273, "ud.adj": 0.2727272727272727}
mayence	{"ud.propn": 1.0}
mayenne	{"ud.propn": 1.0}
mayer	{"ud.propn": 1.0}
maître	{"ud.noun": 0.868421052631579, "ud.adj": 0.07894736842105263, "ud.propn": 0.05263157894736842}
maîtres	{"ud.noun": 1.0}
maîtresse	{"ud.noun": 1.0}
maîtrise	{"ud.propn": 0.2222222222222222, "ud.verb": 0.2222222222222222, "ud.noun": 0.5555555555555556}
mccartney	{"ud.propn": 1.0}
mcmahon	{"ud.propn": 1.0}
me	{"ud.propn": 0.13636363636363635, "ud.pron": 0.7575757575757576, "ud.x": 0.10606060606060606}
media	{"ud.propn": 0.5, "ud.adj": 0.25, "ud.noun": 0.25}
meeting	{"ud.noun": 1.0}
meilleur	{"ud.adj": 0.9130434782608695, "ud.noun": 0.08695652173913043}
meilleure	{"ud.adj": 0.9545454545454546, "ud.noun": 0.045454545454545456}
meilleures	{"ud.adj": 1.0}
meilleurs	{"ud.adj": 0.9444444444444444, "ud.noun": 0.027777777777777776, "ud.adv": 0.027777777777777776}
melbourne	{"ud.propn": 1.0}
melilla	{"ud.propn": 1.0}
membre	{"ud.noun": 1.0}
membres	{"ud.noun": 1.0}
memorial	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
memphis	{"ud.propn": 1.0}
mena	{"ud.verb": 0.75, "ud.propn": 0.25}
menace	{"ud.noun": 0.6666666666666666, "ud.verb": 0.3333333333333333}
menacent	{"ud.verb": 1.0}
menaces	{"ud.noun": 1.0}
menacé	{"ud.verb": 1.0}
menacée	{"ud.verb": 1.0}
menacées	{"ud.verb": 1.0}
menant	{"ud.verb": 1.0}
menaçant	{"ud.verb": 1.0}
mende	{"ud.propn": 1.0}
mener	{"ud.verb": 1.0}
mengsk	{"ud.propn": 1.0}
mensonge	{"ud.noun": 1.0}
mensuel	{"ud.adj": 0.8571428571428571, "ud.noun": 0.14285714285714285}
mental	{"ud.adj": 1.0}
mentaux	{"ud.adj": 1.0}
mention	{"ud.noun": 1.0}
mentionnant	{"ud.verb": 1.0}
mentionne	{"ud.verb": 1.0}
mentionné	{"ud.verb": 1.0}
mentionnée	{"ud.verb": 1.0}
mentir	{"ud.verb": 1.0}
mentor	{"ud.propn": 0.25, "ud.noun": 0.75}
menu	{"ud.noun": 1.0}
menus	{"ud.noun": 1.0}
mené	{"ud.verb": 0.875, "ud.propn": 0.125}
menée	{"ud.verb": 1.0}
menées	{"ud.verb": 0.7142857142857143, "ud.noun": 0.2857142857142857}
mer	{"ud.noun": 0.84375, "ud.propn": 0.15625}
mercenaires	{"ud.noun": 1.0}
merci	{"ud.intj": 0.7619047619047619, "ud.noun": 0.23809523809523808}
mercier	{"ud.propn": 1.0}
mercredi	{"ud.noun": 0.9473684210526315, "ud.propn": 0.05263157894736842}
mercure	{"ud.propn": 0.6666666666666666, "ud.noun": 0.3333333333333333}
merkel	{"ud.propn": 1.0}
merveilleux	{"ud.adj": 1.0}
mes	{"ud.det": 1.0}
message	{"ud.noun": 1.0}
messages	{"ud.noun": 1.0}
messe	{"ud.propn": 0.1111111111111111, "ud.noun": 0.8888888888888888}
mesure	{"ud.noun": 0.7727272727272727, "ud.verb": 0.22727272727272727}
mesurer	{"ud.verb": 1.0}
mesures	{"ud.noun": 1.0}
met	{"ud.verb": 0.9574468085106383, "ud.propn": 0.02127659574468085, "ud.x": 0.02127659574468085}
metal	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
metropolitan	{"ud.x": 0.3333333333333333, "ud.propn": 0.6666666666666666}
mets	{"ud.verb": 0.4, "ud.noun": 0.6}
mettait	{"ud.verb": 1.0}
mettant	{"ud.verb": 1.0}
mettent	{"ud.verb": 1.0}
metteur	{"ud.noun": 1.0}
mettra	{"ud.verb": 1.0}
mettre	{"ud.verb": 1.0}
metz	{"ud.propn": 1.0}
meubles	{"ud.adj": 0.4, "ud.noun": 0.6}
meunier	{"ud.propn": 0.4, "ud.noun": 0.6}
meurent	{"ud.verb": 1.0}
meurt	{"ud.verb": 1.0}
meurtre	{"ud.noun": 1.0}
meurtrier	{"ud.noun": 1.0}
meuse	{"ud.propn": 1.0}
mexicain	{"ud.adj": 1.0}
mexico	{"ud.propn": 1.0}
mexique	{"ud.propn": 1.0}
mf	{"ud.propn": 0.25, "ud.noun": 0.75}
mg	{"ud.noun": 1.0}
mi	{"ud.adv": 0.3333333333333333, "ud.x": 0.3333333333333333, "ud.noun": 0.3333333333333333}
mi-temps	{"ud.noun": 1.0}
miami	{"ud.propn": 1.0}
michael	{"ud.propn": 1.0}
michel	{"ud.propn": 1.0}
michelin	{"ud.propn": 1.0}
michigan	{"ud.propn": 1.0}
michèle	{"ud.propn": 1.0}
mickey	{"ud.propn": 1.0}
microscope	{"ud.noun": 1.0}
midi	{"ud.noun": 1.0}
midi-pyrénées	{"ud.propn": 1.0}
mieux	{"ud.adv": 0.88, "ud.noun": 0.1, "ud.adj": 0.02}
miguel	{"ud.propn": 1.0}
mike	{"ud.propn": 1.0}
milan	{"ud.propn": 1.0}
miles	{"ud.propn": 0.42857142857142855, "ud.noun": 0.14285714285714285, "ud.x": 0.42857142857142855}
milieu	{"ud.noun": 0.9863013698630136, "ud.propn": 0.0136986301369863}
milieux	{"ud.noun": 1.0}
militaire	{"ud.adj": 0.9545454545454546, "ud.noun": 0.045454545454545456}
militaires	{"ud.noun": 0.16666666666666666, "ud.adj": 0.8333333333333334}
militant	{"ud.noun": 0.6, "ud.verb": 0.4}
militants	{"ud.noun": 0.9285714285714286, "ud.adj": 0.07142857142857142}
mille	{"ud.num": 1.0}
miller	{"ud.propn": 1.0}
milliard	{"ud.noun": 1.0}
milliardaire	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
milliards	{"ud.noun": 0.9411764705882353, "ud.num": 0.058823529411764705}
millier	{"ud.noun": 1.0}
milliers	{"ud.noun": 1.0}
millimètres	{"ud.noun": 1.0}
million	{"ud.noun": 1.0}
millions	{"ud.noun": 1.0}
millénaire	{"ud.noun": 1.0}
milwaukee	{"ud.propn": 1.0}
mimi	{"ud.propn": 1.0}
min	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
minas	{"ud.propn": 1.0}
mine	{"ud.noun": 1.0}
mines	{"ud.noun": 0.6666666666666666, "ud.propn": 0.3333333333333333}
mineur	{"ud.noun": 0.5, "ud.adj": 0.5}
mineure	{"ud.adj": 1.0}
mineures	{"ud.noun": 0.3333333333333333, "ud.adj": 0.6666666666666666}
mineurs	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
miniatures	{"ud.noun": 1.0}
minier	{"ud.adj": 1.0}
minima	{"ud.noun": 0.6666666666666666, "ud.adv": 0.3333333333333333}
minimale	{"ud.adj": 1.0}
minimaliste	{"ud.adj": 1.0}
minimum	{"ud.noun": 0.5, "ud.adj": 0.5}
ministre	{"ud.noun": 1.0}
ministres	{"ud.noun": 1.0}
ministère	{"ud.noun": 1.0}
ministères	{"ud.noun": 1.0}
ministérielles	{"ud.adj": 1.0}
minnesota	{"ud.propn": 1.0}
minorité	{"ud.noun": 1.0}
minuit	{"ud.propn": 0.3333333333333333, "ud.noun": 0.6666666666666666}
minute	{"ud.noun": 1.0}
minutes	{"ud.noun": 1.0}
minéral	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
minéraux	{"ud.noun": 1.0}
miquel	{"ud.propn": 1.0}
miracle	{"ud.noun": 0.8, "ud.x": 0.2}
miracles	{"ud.noun": 1.0}
miroir	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
mis	{"ud.verb": 1.0}
mise	{"ud.noun": 0.6451612903225806, "ud.verb": 0.3548387096774194}
mises	{"ud.verb": 0.8, "ud.noun": 0.2}
mission	{"ud.noun": 0.9767441860465116, "ud.propn": 0.023255813953488372}
missionnaire	{"ud.adj": 0.6, "ud.noun": 0.4}
missionnaires	{"ud.noun": 0.75, "ud.adj": 0.25}
missions	{"ud.noun": 0.9230769230769231, "ud.propn": 0.07692307692307693}
missouri	{"ud.propn": 1.0}
mister	{"ud.propn": 1.0}
mit	{"ud.verb": 0.75, "ud.propn": 0.25}
mix	{"ud.noun": 0.3333333333333333, "ud.x": 0.6666666666666666}
mixte	{"ud.adj": 1.0}
mm	{"ud.x": 0.0625, "ud.noun": 0.9375}
mme	{"ud.noun": 0.8571428571428571, "ud.propn": 0.14285714285714285}
mobile	{"ud.adj": 0.5714285714285714, "ud.propn": 0.14285714285714285, "ud.noun": 0.2857142857142857}
mobiles	{"ud.adj": 1.0}
mobilier	{"ud.noun": 1.0}
mobilisation	{"ud.noun": 1.0}
mobilisés	{"ud.verb": 1.0}
mobilité	{"ud.noun": 1.0}
modalités	{"ud.noun": 1.0}
mode	{"ud.noun": 0.9722222222222222, "ud.propn": 0.027777777777777776}
model	{"ud.noun": 0.3333333333333333, "ud.propn": 0.6666666666666666}
moderne	{"ud.adj": 0.9473684210526315, "ud.noun": 0.05263157894736842}
modernes	{"ud.adj": 1.0}
modernisation	{"ud.noun": 1.0}
modernise	{"ud.verb": 1.0}
modernité	{"ud.noun": 1.0}
modes	{"ud.noun": 1.0}
modeste	{"ud.adj": 1.0}
modification	{"ud.noun": 1.0}
modifications	{"ud.noun": 1.0}
modifier	{"ud.verb": 1.0}
modifié	{"ud.verb": 1.0}
modifiée	{"ud.verb": 1.0}
modifiés	{"ud.verb": 1.0}
modèle	{"ud.noun": 0.967741935483871, "ud.propn": 0.03225806451612903}
modèles	{"ud.noun": 1.0}
mohamed	{"ud.propn": 1.0}
mohammed	{"ud.propn": 1.0}
moi	{"ud.pron": 1.0}
moi-même	{"ud.pron": 1.0}
moindre	{"ud.adj": 1.0}
moine	{"ud.noun": 1.0}
moines	{"ud.noun": 1.0}
moins	{"ud.adv": 0.9867549668874173, "ud.noun": 0.013245033112582781}
mois	{"ud.noun": 1.0}
moitié	{"ud.noun": 1.0}
moldavie	{"ud.propn": 1.0}
molécule	{"ud.noun": 1.0}
moment	{"ud.noun": 1.0}
moments	{"ud.noun": 1.0}
mon	{"ud.det": 1.0}
monaco	{"ud.propn": 1.0}
monastère	{"ud.noun": 1.0}
monastères	{"ud.noun": 1.0}
monde	{"ud.noun": 0.9957264957264957, "ud.propn": 0.004273504273504274}
mondes	{"ud.noun": 0.75, "ud.propn": 0.25}
mondial	{"ud.adj": 0.9047619047619048, "ud.noun": 0.047619047619047616, "ud.propn": 0.047619047619047616}
mondiale	{"ud.adj": 0.9848484848484849, "ud.propn": 0.015151515151515152}
mondiales	{"ud.adj": 1.0}
mondialisation	{"ud.noun": 1.0}
mondiaux	{"ud.noun": 0.6, "ud.adj": 0.4}
mongolie	{"ud.propn": 1.0}
moniteur	{"ud.noun": 1.0}
monnaie	{"ud.noun": 1.0}
monnaies	{"ud.noun": 1.0}
monopole	{"ud.noun": 1.0}
monsieur	{"ud.propn": 0.8461538461538461, "ud.noun": 0.15384615384615385}
mont	{"ud.propn": 0.1111111111111111, "ud.noun": 0.8518518518518519, "ud.x": 0.037037037037037035}
montagne	{"ud.noun": 1.0}
montagnes	{"ud.noun": 1.0}
montagneux	{"ud.adj": 1.0}
montalembert	{"ud.propn": 1.0}
montant	{"ud.noun": 0.5384615384615384, "ud.verb": 0.38461538461538464, "ud.adj": 0.07692307692307693}
monte	{"ud.verb": 0.8181818181818182, "ud.propn": 0.09090909090909091, "ud.noun": 0.09090909090909091}
monter	{"ud.verb": 1.0}
montgomery	{"ud.propn": 1.0}
montpellier	{"ud.propn": 1.0}
montra	{"ud.verb": 1.0}
montrant	{"ud.verb": 1.0}
montre	{"ud.verb": 0.9523809523809523, "ud.noun": 0.047619047619047616}
montreal	{"ud.propn": 1.0}
montrent	{"ud.verb": 1.0}
montrer	{"ud.verb": 1.0}
montreuil	{"ud.propn": 1.0}
montreux	{"ud.propn": 1.0}
montrose	{"ud.propn": 1.0}
montré	{"ud.verb": 1.0}
montréal	{"ud.propn": 1.0}
monts	{"ud.noun": 0.875, "ud.propn": 0.125}
monté	{"ud.verb": 1.0}
montée	{"ud.noun": 0.6, "ud.verb": 0.3, "ud.propn": 0.1}
montées	{"ud.noun": 0.6666666666666666, "ud.verb": 0.3333333333333333}
monténégro	{"ud.propn": 1.0}
montérolier	{"ud.propn": 1.0}
monument	{"ud.noun": 1.0}
monuments	{"ud.noun": 0.9285714285714286, "ud.propn": 0.07142857142857142}
monétaire	{"ud.adj": 1.0}
moore	{"ud.propn": 1.0}
moral	{"ud.noun": 0.6666666666666666, "ud.adj": 0.3333333333333333}
morale	{"ud.noun": 0.2857142857142857, "ud.adj": 0.7142857142857143}
morales	{"ud.adj": 0.75, "ud.propn": 0.25}
morbihan	{"ud.propn": 1.0}
morceau	{"ud.noun": 1.0}
morceaux	{"ud.noun": 1.0}
mordant	{"ud.verb": 0.3333333333333333, "ud.adj": 0.3333333333333333, "ud.noun": 0.3333333333333333}
more	{"ud.propn": 0.8, "ud.x": 0.2}
morgan	{"ud.propn": 1.0}
